id_chamado,data_abertura,data_fechamento,categoria,prioridade,status,setor_solicitante,tecnico_responsavel,equipe,tempo_resolucao_horas,sla_meta_horas,dentro_sla
INC-02152,2024-09-10 12:16,2024-09-10 19:40,Impressora,Baixa,Resolvido,RH,Carlos Lima,N1,7.4,48,Sim
INC-00117,2024-09-13 07:22,2024-09-14 05:10,Sistema Interno,Alta,Resolvido,Financeiro,Ana Souza,N1,21.8,8,Não
INC-00621,2024-09-13 13:31,2024-09-13 19:19,Software,Crítica,Resolvido,Financeiro,Fernanda Cruz,N3,5.8,4,Não
INC-00409,2024-09-13 14:00,2024-09-13 15:54,Acesso/Senha,Média,Resolvido,TI,Bruno Reis,N2,1.9,24,Sim
INC-00529,2024-09-14 13:39,2024-09-14 14:03,Acesso/Senha,Média,Resolvido,Financeiro,Fernanda Cruz,N3,0.4,24,Sim
INC-00309,2024-09-16 07:07,2024-09-16 19:43,Rede/Internet,Baixa,Resolvido,Diretoria,Ana Souza,N1,12.6,48,Sim
INC-02003,2024-09-16 07:32,2024-09-16 10:14,Software,Crítica,Resolvido,RH,Bruno Reis,N2,2.7,4,Sim
INC-01284,2024-09-16 07:55,2024-09-16 10:13,Email,Média,Resolvido,Diretoria,Diego Alves,N2,2.3,24,Sim
INC-02168,2024-09-16 10:58,2024-09-16 17:46,Software,Média,Resolvido,Comercial,Bruno Reis,N2,6.8,24,Sim
INC-01718,2024-09-16 11:27,2024-09-16 23:33,Impressora,Baixa,Resolvido,RH,Bruno Reis,N2,12.1,48,Sim
INC-01050,2024-09-16 12:03,2024-09-17 04:03,Hardware,Média,Resolvido,RH,Carlos Lima,N1,16.0,24,Sim
INC-01346,2024-09-16 14:28,2024-09-17 01:22,Software,Baixa,Resolvido,Logística,Ana Souza,N1,10.9,48,Sim
INC-01922,2024-09-16 14:42,2024-09-16 14:54,Acesso/Senha,Alta,Resolvido,Comercial,Carlos Lima,N1,0.2,8,Sim
INC-00561,2024-09-16 16:27,2024-09-16 19:03,Impressora,Alta,Resolvido,Logística,Bruno Reis,N2,2.6,8,Sim
INC-00317,2024-09-17 14:59,2024-09-17 16:41,Acesso/Senha,Baixa,Resolvido,Logística,Diego Alves,N2,1.7,48,Sim
INC-02492,2024-09-18 07:17,2024-09-18 12:29,Hardware,Média,Resolvido,Comercial,Carlos Lima,N1,5.2,24,Sim
INC-01099,2024-09-18 07:50,2024-09-18 16:56,Software,Baixa,Resolvido,Financeiro,Diego Alves,N2,9.1,48,Sim
INC-00228,2024-09-18 12:05,2024-09-18 14:41,Acesso/Senha,Baixa,Resolvido,Logística,Bruno Reis,N2,2.6,48,Sim
INC-01654,2024-09-18 15:02,2024-09-19 05:26,Software,Baixa,Resolvido,Financeiro,Bruno Reis,N2,14.4,48,Sim
INC-00515,2024-09-19 08:39,2024-09-19 08:51,Acesso/Senha,Alta,Resolvido,RH,Fernanda Cruz,N3,0.2,8,Sim
INC-00938,2024-09-19 11:49,2024-09-19 16:07,Impressora,Baixa,Resolvido,Comercial,Carlos Lima,N1,4.3,48,Sim
INC-02286,2024-09-19 12:06,2024-09-20 04:48,Software,Baixa,Resolvido,Comercial,Bruno Reis,N2,16.7,48,Sim
INC-01981,2024-09-19 14:19,2024-09-19 14:37,Acesso/Senha,Baixa,Resolvido,TI,Diego Alves,N2,0.3,48,Sim
INC-00719,2024-09-19 15:05,2024-09-19 15:47,Email,Média,Resolvido,Comercial,Carlos Lima,N1,0.7,24,Sim
INC-02297,2024-09-20 07:42,2024-09-20 09:18,Software,Crítica,Resolvido,TI,Diego Alves,N2,1.6,4,Sim
INC-00294,2024-09-20 10:47,2024-09-20 16:23,Rede/Internet,Crítica,Resolvido,Financeiro,Bruno Reis,N2,5.6,4,Não
INC-01505,2024-09-20 11:12,2024-09-21 09:00,Rede/Internet,Baixa,Resolvido,Operações,Carlos Lima,N1,21.8,48,Sim
INC-01858,2024-09-20 11:16,2024-09-20 13:40,Software,Baixa,Resolvido,RH,Carlos Lima,N1,2.4,48,Sim
INC-00045,2024-09-20 17:54,2024-09-20 18:12,Acesso/Senha,Média,Resolvido,Diretoria,Ana Souza,N1,0.3,24,Sim
INC-00971,2024-09-22 10:06,2024-09-23 04:42,Rede/Internet,Baixa,Resolvido,Diretoria,Diego Alves,N2,18.6,48,Sim
INC-01375,2024-09-23 07:45,2024-09-23 07:57,Acesso/Senha,Baixa,Resolvido,Logística,Ana Souza,N1,0.2,48,Sim
INC-00746,2024-09-23 09:01,2024-09-24 00:49,Rede/Internet,Alta,Resolvido,RH,Carlos Lima,N1,15.8,8,Não
INC-02109,2024-09-23 09:05,2024-09-23 09:53,Acesso/Senha,Média,Resolvido,Operações,Bruno Reis,N2,0.8,24,Sim
INC-01495,2024-09-23 10:18,2024-09-25 01:30,Software,Baixa,Resolvido,Logística,Diego Alves,N2,39.2,48,Sim
INC-00693,2024-09-23 11:39,2024-09-23 16:45,Rede/Internet,Baixa,Resolvido,Comercial,Bruno Reis,N2,5.1,48,Sim
INC-00638,2024-09-23 11:45,2024-09-23 18:09,Sistema Interno,Alta,Resolvido,RH,Bruno Reis,N2,6.4,8,Sim
INC-00417,2024-09-23 11:54,2024-09-23 12:30,Rede/Internet,Média,Resolvido,Financeiro,Carlos Lima,N1,0.6,24,Sim
INC-01906,2024-09-23 12:00,2024-09-24 06:54,Impressora,Baixa,Resolvido,Logística,Bruno Reis,N2,18.9,48,Sim
INC-00806,2024-09-23 12:13,2024-09-23 14:01,Software,Baixa,Resolvido,Logística,Fernanda Cruz,N3,1.8,48,Sim
INC-00089,2024-09-23 13:55,2024-09-24 12:43,Software,Baixa,Resolvido,TI,Fernanda Cruz,N3,22.8,48,Sim
INC-01147,2024-09-23 15:04,2024-09-23 17:40,Acesso/Senha,Baixa,Resolvido,TI,Fernanda Cruz,N3,2.6,48,Sim
INC-01362,2024-09-24 07:13,2024-09-24 07:25,Email,Média,Resolvido,TI,Carlos Lima,N1,0.2,24,Sim
INC-00402,2024-09-24 07:47,2024-09-24 08:41,Hardware,Média,Resolvido,Financeiro,Diego Alves,N2,0.9,24,Sim
INC-00020,2024-09-24 10:16,2024-09-24 12:46,Hardware,Crítica,Resolvido,Financeiro,Fernanda Cruz,N3,2.5,4,Sim
INC-00677,2024-09-24 14:17,2024-09-24 22:47,Software,Média,Resolvido,Operações,Ana Souza,N1,8.5,24,Sim
INC-01360,2024-09-25 07:29,2024-09-25 07:47,Acesso/Senha,Média,Resolvido,Operações,Carlos Lima,N1,0.3,24,Sim
INC-01297,2024-09-25 07:31,2024-09-25 09:25,Acesso/Senha,Baixa,Resolvido,RH,Diego Alves,N2,1.9,48,Sim
INC-01658,2024-09-25 08:41,2024-09-25 10:53,Acesso/Senha,Baixa,Resolvido,Diretoria,Diego Alves,N2,2.2,48,Sim
INC-02244,2024-09-25 13:47,2024-09-25 15:23,Acesso/Senha,Alta,Resolvido,Operações,Bruno Reis,N2,1.6,8,Sim
INC-00782,2024-09-27 07:03,2024-09-27 14:39,Rede/Internet,Média,Resolvido,Operações,Carlos Lima,N1,7.6,24,Sim
INC-00197,2024-09-27 11:37,2024-09-28 07:25,Hardware,Média,Resolvido,Diretoria,Carlos Lima,N1,19.8,24,Sim
INC-01959,2024-09-28 14:32,2024-09-28 20:08,Email,Baixa,Resolvido,Operações,Fernanda Cruz,N3,5.6,48,Sim
INC-02083,2024-09-29 09:18,2024-09-29 13:18,Impressora,Baixa,Resolvido,Operações,Ana Souza,N1,4.0,48,Sim
INC-00948,2024-09-30 10:30,2024-10-01 13:06,Hardware,Baixa,Resolvido,Financeiro,Carlos Lima,N1,26.6,48,Sim
INC-01509,2024-09-30 11:11,2024-09-30 13:17,Sistema Interno,Média,Resolvido,Financeiro,Fernanda Cruz,N3,2.1,24,Sim
INC-00918,2024-09-30 11:24,2024-10-01 06:06,Hardware,Baixa,Resolvido,Financeiro,Diego Alves,N2,18.7,48,Sim
INC-01946,2024-09-30 11:27,2024-09-30 17:33,Software,Alta,Resolvido,TI,Fernanda Cruz,N3,6.1,8,Sim
INC-01526,2024-09-30 12:24,2024-09-30 12:42,Acesso/Senha,Baixa,Resolvido,RH,Fernanda Cruz,N3,0.3,48,Sim
INC-00245,2024-09-30 15:30,2024-09-30 16:30,Software,Média,Resolvido,Logística,Carlos Lima,N1,1.0,24,Sim
INC-01702,2024-09-30 16:25,2024-09-30 18:07,Acesso/Senha,Média,Resolvido,Logística,Ana Souza,N1,1.7,24,Sim
INC-02178,2024-09-30 16:54,2024-10-01 19:24,Rede/Internet,Média,Resolvido,Comercial,Carlos Lima,N1,26.5,24,Não
INC-01378,2024-10-01 09:27,2024-10-01 12:39,Software,Crítica,Resolvido,Comercial,Ana Souza,N1,3.2,4,Sim
INC-01111,2024-10-01 09:44,2024-10-01 15:26,Impressora,Média,Resolvido,RH,Ana Souza,N1,5.7,24,Sim
INC-01265,2024-10-01 10:04,2024-10-01 14:04,Impressora,Baixa,Resolvido,Comercial,Carlos Lima,N1,4.0,48,Sim
INC-00484,2024-10-01 11:07,2024-10-01 13:31,Impressora,Baixa,Resolvido,RH,Bruno Reis,N2,2.4,48,Sim
INC-02227,2024-10-01 12:23,2024-10-02 03:05,Software,Baixa,Resolvido,Comercial,Bruno Reis,N2,14.7,48,Sim
INC-00035,2024-10-01 14:02,2024-10-01 19:32,Acesso/Senha,Média,Resolvido,Comercial,Carlos Lima,N1,5.5,24,Sim
INC-00877,2024-10-02 07:01,2024-10-02 09:37,Hardware,Alta,Resolvido,Logística,Diego Alves,N2,2.6,8,Sim
INC-01217,2024-10-02 08:13,2024-10-02 11:01,Acesso/Senha,Média,Resolvido,Financeiro,Fernanda Cruz,N3,2.8,24,Sim
INC-00243,2024-10-02 12:01,2024-10-02 15:19,Rede/Internet,Baixa,Resolvido,TI,Diego Alves,N2,3.3,48,Sim
INC-02043,2024-10-02 13:12,2024-10-03 02:36,Software,Baixa,Resolvido,TI,Ana Souza,N1,13.4,48,Sim
INC-01642,2024-10-03 07:38,2024-10-03 08:26,Sistema Interno,Alta,Resolvido,Logística,Fernanda Cruz,N3,0.8,8,Sim
INC-01049,2024-10-03 08:29,2024-10-03 09:35,Acesso/Senha,Baixa,Resolvido,RH,Ana Souza,N1,1.1,48,Sim
INC-01356,2024-10-03 08:48,2024-10-04 15:54,Sistema Interno,Baixa,Resolvido,RH,Bruno Reis,N2,31.1,48,Sim
INC-01813,2024-10-03 09:48,2024-10-04 01:00,Rede/Internet,Baixa,Resolvido,Financeiro,Bruno Reis,N2,15.2,48,Sim
INC-01756,2024-10-03 13:26,2024-10-04 01:50,Software,Média,Resolvido,Operações,Diego Alves,N2,12.4,24,Sim
INC-02479,2024-10-03 16:17,2024-10-03 16:29,Acesso/Senha,Alta,Resolvido,TI,Fernanda Cruz,N3,0.2,8,Sim
INC-01157,2024-10-06 08:15,2024-10-06 13:51,Rede/Internet,Baixa,Resolvido,Diretoria,Ana Souza,N1,5.6,48,Sim
INC-00218,2024-10-06 12:02,2024-10-06 15:38,Impressora,Baixa,Resolvido,Operações,Fernanda Cruz,N3,3.6,48,Sim
INC-00114,2024-10-07 11:29,2024-10-08 13:05,Rede/Internet,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,25.6,48,Sim
INC-01648,2024-10-07 12:36,2024-10-07 15:48,Software,Alta,Resolvido,TI,Carlos Lima,N1,3.2,8,Sim
INC-00369,2024-10-07 12:45,2024-10-07 17:21,Acesso/Senha,Baixa,Resolvido,TI,Carlos Lima,N1,4.6,48,Sim
INC-01516,2024-10-07 13:04,2024-10-08 04:22,Impressora,Média,Resolvido,Diretoria,Ana Souza,N1,15.3,24,Sim
INC-01721,2024-10-07 13:41,2024-10-07 20:29,Email,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,6.8,48,Sim
INC-00883,2024-10-07 17:39,2024-10-08 00:33,Hardware,Média,Resolvido,Operações,Carlos Lima,N1,6.9,24,Sim
INC-00895,2024-10-08 07:15,2024-10-09 00:57,Acesso/Senha,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,17.7,48,Sim
INC-00003,2024-10-08 07:48,2024-10-08 08:12,Software,Baixa,Resolvido,Logística,Diego Alves,N2,0.4,48,Sim
INC-00523,2024-10-08 10:51,2024-10-08 11:51,Software,Média,Resolvido,Logística,Fernanda Cruz,N3,1.0,24,Sim
INC-01876,2024-10-08 11:56,2024-10-09 00:20,Hardware,Alta,Resolvido,Financeiro,Ana Souza,N1,12.4,8,Não
INC-01974,2024-10-08 13:29,2024-10-09 17:17,Rede/Internet,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,27.8,48,Sim
INC-00975,2024-10-09 08:04,2024-10-09 08:22,Acesso/Senha,Média,Resolvido,Operações,Fernanda Cruz,N3,0.3,24,Sim
INC-00224,2024-10-09 10:08,2024-10-09 12:56,Hardware,Baixa,Resolvido,RH,Bruno Reis,N2,2.8,48,Sim
INC-01504,2024-10-10 07:33,2024-10-10 14:21,Software,Baixa,Resolvido,Financeiro,Ana Souza,N1,6.8,48,Sim
INC-02255,2024-10-10 09:50,2024-10-10 13:20,Acesso/Senha,Baixa,Resolvido,Operações,Bruno Reis,N2,3.5,48,Sim
INC-00620,2024-10-10 10:49,2024-10-10 11:43,Acesso/Senha,Crítica,Resolvido,Logística,Diego Alves,N2,0.9,4,Sim
INC-01134,2024-10-10 12:47,2024-10-10 13:17,Acesso/Senha,Média,Resolvido,Operações,Bruno Reis,N2,0.5,24,Sim
INC-00665,2024-10-10 13:37,2024-10-10 14:07,Software,Baixa,Resolvido,Financeiro,Carlos Lima,N1,0.5,48,Sim
INC-00425,2024-10-11 07:41,2024-10-11 14:05,Hardware,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,6.4,48,Sim
INC-00982,2024-10-11 09:30,2024-10-11 15:18,Software,Baixa,Resolvido,RH,Carlos Lima,N1,5.8,48,Sim
INC-00558,2024-10-11 14:46,2024-10-11 15:34,Software,Alta,Resolvido,RH,Diego Alves,N2,0.8,8,Sim
INC-00069,2024-10-12 08:45,2024-10-12 09:09,Acesso/Senha,Crítica,Resolvido,Logística,Fernanda Cruz,N3,0.4,4,Sim
INC-01739,2024-10-13 07:29,2024-10-13 12:53,Acesso/Senha,Média,Resolvido,Financeiro,Ana Souza,N1,5.4,24,Sim
INC-01543,2024-10-13 12:43,2024-10-13 13:25,Email,Média,Resolvido,Financeiro,Ana Souza,N1,0.7,24,Sim
INC-01010,2024-10-14 07:00,2024-10-14 07:54,Software,Média,Resolvido,Operações,Bruno Reis,N2,0.9,24,Sim
INC-01817,2024-10-14 07:27,2024-10-14 15:51,Acesso/Senha,Baixa,Resolvido,Financeiro,Diego Alves,N2,8.4,48,Sim
INC-01901,2024-10-14 07:56,2024-10-14 16:44,Rede/Internet,Baixa,Resolvido,RH,Diego Alves,N2,8.8,48,Sim
INC-02254,2024-10-14 10:37,2024-10-14 21:43,Sistema Interno,Média,Resolvido,Comercial,Diego Alves,N2,11.1,24,Sim
INC-02164,2024-10-14 11:41,2024-10-14 13:53,Hardware,Baixa,Resolvido,Logística,Carlos Lima,N1,2.2,48,Sim
INC-00535,2024-10-14 11:51,2024-10-14 17:15,Rede/Internet,Alta,Resolvido,RH,Diego Alves,N2,5.4,8,Sim
INC-01159,2024-10-14 12:40,2024-10-14 13:40,Software,Alta,Resolvido,RH,Ana Souza,N1,1.0,8,Sim
INC-01579,2024-10-14 14:14,2024-10-14 15:14,Acesso/Senha,Baixa,Resolvido,Comercial,Diego Alves,N2,1.0,48,Sim
INC-02096,2024-10-14 16:21,2024-10-15 11:21,Impressora,Baixa,Resolvido,Operações,Fernanda Cruz,N3,19.0,48,Sim
INC-00893,2024-10-15 07:00,2024-10-15 09:18,Software,Média,Resolvido,Operações,Fernanda Cruz,N3,2.3,24,Sim
INC-02377,2024-10-15 07:28,2024-10-15 16:40,Email,Baixa,Resolvido,RH,Carlos Lima,N1,9.2,48,Sim
INC-02431,2024-10-15 10:41,2024-10-15 11:05,Software,Baixa,Resolvido,TI,Carlos Lima,N1,0.4,48,Sim
INC-01144,2024-10-15 12:20,2024-10-16 11:14,Rede/Internet,Média,Resolvido,Operações,Diego Alves,N2,22.9,24,Sim
INC-01025,2024-10-16 13:43,2024-10-16 16:01,Email,Baixa,Resolvido,Operações,Bruno Reis,N2,2.3,48,Sim
INC-01609,2024-10-16 15:43,2024-10-16 20:43,Sistema Interno,Média,Resolvido,Logística,Bruno Reis,N2,5.0,24,Sim
INC-01950,2024-10-17 07:02,2024-10-17 22:14,Software,Baixa,Resolvido,RH,Bruno Reis,N2,15.2,48,Sim
INC-01033,2024-10-17 07:06,2024-10-17 12:06,Software,Alta,Resolvido,Financeiro,Bruno Reis,N2,5.0,8,Sim
INC-02423,2024-10-17 08:08,2024-10-17 10:14,Software,Alta,Resolvido,RH,Diego Alves,N2,2.1,8,Sim
INC-01036,2024-10-17 11:47,2024-10-17 12:59,Software,Alta,Resolvido,Operações,Bruno Reis,N2,1.2,8,Sim
INC-00682,2024-10-17 15:14,2024-10-17 16:56,Acesso/Senha,Alta,Resolvido,Logística,Bruno Reis,N2,1.7,8,Sim
INC-02024,2024-10-18 07:26,2024-10-18 08:20,Hardware,Baixa,Resolvido,Comercial,Bruno Reis,N2,0.9,48,Sim
INC-01408,2024-10-18 08:40,2024-10-18 19:28,Impressora,Alta,Resolvido,Operações,Ana Souza,N1,10.8,8,Não
INC-00612,2024-10-18 08:51,2024-10-19 00:27,Software,Média,Resolvido,RH,Bruno Reis,N2,15.6,24,Sim
INC-00913,2024-10-18 10:21,2024-10-18 19:39,Hardware,Média,Resolvido,Logística,Diego Alves,N2,9.3,24,Sim
INC-01102,2024-10-18 12:54,2024-10-18 16:30,Software,Média,Resolvido,TI,Diego Alves,N2,3.6,24,Sim
INC-01745,2024-10-18 16:12,2024-10-18 19:12,Impressora,Baixa,Resolvido,RH,Ana Souza,N1,3.0,48,Sim
INC-02357,2024-10-20 09:25,2024-10-20 11:01,Acesso/Senha,Baixa,Resolvido,Operações,Ana Souza,N1,1.6,48,Sim
INC-00087,2024-10-21 08:16,2024-10-21 13:34,Hardware,Média,Resolvido,Diretoria,Ana Souza,N1,5.3,24,Sim
INC-00876,2024-10-21 08:39,2024-10-21 09:39,Software,Média,Resolvido,Diretoria,Carlos Lima,N1,1.0,24,Sim
INC-01392,2024-10-21 10:46,2024-10-21 11:58,Acesso/Senha,Alta,Resolvido,RH,Bruno Reis,N2,1.2,8,Sim
INC-01380,2024-10-21 10:51,2024-10-21 14:33,Email,Média,Resolvido,Logística,Bruno Reis,N2,3.7,24,Sim
INC-02240,2024-10-21 11:51,2024-10-21 17:27,Hardware,Alta,Resolvido,Operações,Fernanda Cruz,N3,5.6,8,Sim
INC-00173,2024-10-21 12:14,2024-10-21 12:32,Acesso/Senha,Baixa,Resolvido,Diretoria,Bruno Reis,N2,0.3,48,Sim
INC-00343,2024-10-21 12:52,2024-10-21 14:22,Acesso/Senha,Baixa,Resolvido,TI,Ana Souza,N1,1.5,48,Sim
INC-01117,2024-10-21 14:50,2024-10-21 18:44,Software,Alta,Resolvido,RH,Carlos Lima,N1,3.9,8,Sim
INC-00083,2024-10-21 16:55,2024-10-21 17:07,Email,Alta,Resolvido,Operações,Carlos Lima,N1,0.2,8,Sim
INC-01606,2024-10-22 10:24,2024-10-22 13:54,Software,Crítica,Resolvido,Financeiro,Fernanda Cruz,N3,3.5,4,Sim
INC-01856,2024-10-22 12:53,2024-10-22 13:17,Acesso/Senha,Média,Resolvido,Comercial,Ana Souza,N1,0.4,24,Sim
INC-00573,2024-10-22 15:23,2024-10-23 01:47,Hardware,Média,Resolvido,TI,Fernanda Cruz,N3,10.4,24,Sim
INC-01227,2024-10-23 07:10,2024-10-23 08:46,Hardware,Alta,Resolvido,Diretoria,Diego Alves,N2,1.6,8,Sim
INC-00236,2024-10-23 07:59,2024-10-23 12:35,Rede/Internet,Alta,Resolvido,TI,Fernanda Cruz,N3,4.6,8,Sim
INC-01042,2024-10-23 09:59,2024-10-23 12:11,Hardware,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,2.2,48,Sim
INC-00945,2024-10-23 10:24,2024-10-23 12:48,Impressora,Média,Resolvido,TI,Ana Souza,N1,2.4,24,Sim
INC-00633,2024-10-24 07:21,2024-10-24 11:51,Software,Baixa,Resolvido,TI,Fernanda Cruz,N3,4.5,48,Sim
INC-01313,2024-10-24 14:59,2024-10-24 20:11,Email,Baixa,Resolvido,Diretoria,Ana Souza,N1,5.2,48,Sim
INC-02496,2024-10-25 09:38,2024-10-25 11:08,Acesso/Senha,Alta,Resolvido,Operações,Carlos Lima,N1,1.5,8,Sim
INC-00041,2024-10-25 09:43,2024-10-25 10:07,Software,Baixa,Resolvido,TI,Diego Alves,N2,0.4,48,Sim
INC-00382,2024-10-25 13:50,2024-10-27 03:32,Hardware,Baixa,Resolvido,Diretoria,Carlos Lima,N1,37.7,48,Sim
INC-02171,2024-10-25 14:22,2024-10-25 15:52,Software,Baixa,Resolvido,Comercial,Ana Souza,N1,1.5,48,Sim
INC-01470,2024-10-25 14:49,2024-10-26 02:25,Hardware,Média,Resolvido,TI,Fernanda Cruz,N3,11.6,24,Sim
INC-01848,2024-10-28 07:06,2024-10-28 07:54,Acesso/Senha,Alta,Resolvido,Financeiro,Ana Souza,N1,0.8,8,Sim
INC-01082,2024-10-28 08:01,2024-10-29 02:37,Hardware,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,18.6,48,Sim
INC-02193,2024-10-28 10:05,2024-10-29 08:29,Hardware,Média,Resolvido,RH,Diego Alves,N2,22.4,24,Sim
INC-02229,2024-10-28 12:44,2024-10-28 14:20,Acesso/Senha,Média,Resolvido,Financeiro,Fernanda Cruz,N3,1.6,24,Sim
INC-01645,2024-10-29 07:35,2024-10-29 15:17,Software,Média,Resolvido,Operações,Diego Alves,N2,7.7,24,Sim
INC-02473,2024-10-29 07:44,2024-10-29 09:08,Hardware,Crítica,Resolvido,TI,Bruno Reis,N2,1.4,4,Sim
INC-01457,2024-10-29 07:51,2024-10-29 08:21,Software,Baixa,Resolvido,TI,Diego Alves,N2,0.5,48,Sim
INC-02281,2024-10-29 09:03,2024-10-29 21:03,Email,Média,Resolvido,Financeiro,Carlos Lima,N1,12.0,24,Sim
INC-00699,2024-10-29 10:09,2024-10-29 10:39,Software,Baixa,Resolvido,RH,Carlos Lima,N1,0.5,48,Sim
INC-00385,2024-10-29 14:41,2024-10-29 16:35,Email,Média,Resolvido,Operações,Fernanda Cruz,N3,1.9,24,Sim
INC-02410,2024-10-30 10:56,2024-10-30 12:56,Acesso/Senha,Média,Resolvido,Operações,Diego Alves,N2,2.0,24,Sim
INC-00395,2024-10-31 14:46,2024-10-31 19:16,Hardware,Média,Resolvido,Logística,Carlos Lima,N1,4.5,24,Sim
INC-01094,2024-10-31 15:20,2024-10-31 16:50,Email,Alta,Resolvido,Logística,Bruno Reis,N2,1.5,8,Sim
INC-01664,2024-11-01 07:11,2024-11-02 07:11,Rede/Internet,Baixa,Resolvido,RH,Fernanda Cruz,N3,24.0,48,Sim
INC-01258,2024-11-01 08:42,2024-11-01 10:00,Acesso/Senha,Crítica,Resolvido,TI,Bruno Reis,N2,1.3,4,Sim
INC-00187,2024-11-01 10:19,2024-11-01 11:01,Software,Crítica,Resolvido,Operações,Diego Alves,N2,0.7,4,Sim
INC-02448,2024-11-01 11:53,2024-11-01 13:29,Rede/Internet,Média,Resolvido,TI,Fernanda Cruz,N3,1.6,24,Sim
INC-02418,2024-11-01 12:59,2024-11-02 05:11,Rede/Internet,Baixa,Resolvido,Logística,Carlos Lima,N1,16.2,48,Sim
INC-02464,2024-11-02 09:47,2024-11-02 12:47,Rede/Internet,Média,Resolvido,Comercial,Fernanda Cruz,N3,3.0,24,Sim
INC-02235,2024-11-03 14:17,2024-11-04 02:59,Software,Média,Resolvido,RH,Ana Souza,N1,12.7,24,Sim
INC-01689,2024-11-04 09:16,2024-11-04 18:16,Acesso/Senha,Baixa,Resolvido,RH,Fernanda Cruz,N3,9.0,48,Sim
INC-01092,2024-11-04 09:36,2024-11-04 09:48,Acesso/Senha,Alta,Resolvido,Diretoria,Diego Alves,N2,0.2,8,Sim
INC-00630,2024-11-04 09:38,2024-11-04 12:20,Email,Alta,Resolvido,TI,Bruno Reis,N2,2.7,8,Sim
INC-01936,2024-11-04 11:09,2024-11-04 20:45,Hardware,Baixa,Resolvido,TI,Fernanda Cruz,N3,9.6,48,Sim
INC-01511,2024-11-04 11:37,2024-11-04 14:49,Hardware,Baixa,Resolvido,Logística,Bruno Reis,N2,3.2,48,Sim
INC-01322,2024-11-04 11:53,2024-11-04 14:23,Software,Baixa,Resolvido,Logística,Diego Alves,N2,2.5,48,Sim
INC-00358,2024-11-04 12:35,2024-11-04 21:53,Impressora,Baixa,Resolvido,Operações,Ana Souza,N1,9.3,48,Sim
INC-01438,2024-11-04 14:49,2024-11-05 19:37,Hardware,Alta,Resolvido,TI,Diego Alves,N2,28.8,8,Não
INC-01518,2024-11-04 15:30,2024-11-04 17:42,Hardware,Alta,Resolvido,Financeiro,Bruno Reis,N2,2.2,8,Sim
INC-02034,2024-11-06 07:50,2024-11-06 10:32,Software,Média,Resolvido,Operações,Diego Alves,N2,2.7,24,Sim
INC-01945,2024-11-06 09:10,2024-11-06 16:40,Software,Baixa,Resolvido,Operações,Diego Alves,N2,7.5,48,Sim
INC-00679,2024-11-06 11:57,2024-11-06 18:27,Rede/Internet,Alta,Resolvido,Diretoria,Carlos Lima,N1,6.5,8,Sim
INC-01158,2024-11-06 12:11,2024-11-07 05:11,Rede/Internet,Baixa,Resolvido,Logística,Fernanda Cruz,N3,17.0,48,Sim
INC-02407,2024-11-06 12:32,2024-11-06 23:14,Hardware,Alta,Resolvido,RH,Fernanda Cruz,N3,10.7,8,Não
INC-01051,2024-11-07 09:19,2024-11-07 09:31,Acesso/Senha,Média,Resolvido,TI,Ana Souza,N1,0.2,24,Sim
INC-01125,2024-11-07 10:18,2024-11-07 10:36,Hardware,Baixa,Resolvido,Logística,Ana Souza,N1,0.3,48,Sim
INC-01588,2024-11-07 12:10,2024-11-07 15:22,Email,Média,Resolvido,RH,Fernanda Cruz,N3,3.2,24,Sim
INC-02008,2024-11-07 13:20,2024-11-07 16:50,Email,Média,Resolvido,Operações,Diego Alves,N2,3.5,24,Sim
INC-01924,2024-11-08 09:43,2024-11-08 13:49,Software,Alta,Resolvido,Logística,Diego Alves,N2,4.1,8,Sim
INC-00494,2024-11-08 11:59,2024-11-08 22:29,Sistema Interno,Baixa,Resolvido,Operações,Bruno Reis,N2,10.5,48,Sim
INC-01364,2024-11-08 15:35,2024-11-08 18:17,Software,Média,Resolvido,TI,Ana Souza,N1,2.7,24,Sim
INC-02315,2024-11-09 07:37,2024-11-09 12:49,Email,Baixa,Resolvido,Operações,Diego Alves,N2,5.2,48,Sim
INC-00715,2024-11-09 10:11,2024-11-09 11:05,Acesso/Senha,Baixa,Resolvido,Diretoria,Diego Alves,N2,0.9,48,Sim
INC-00858,2024-11-10 10:23,2024-11-10 13:17,Email,Alta,Resolvido,TI,Fernanda Cruz,N3,2.9,8,Sim
INC-00077,2024-11-11 07:33,2024-11-12 01:57,Hardware,Média,Resolvido,TI,Diego Alves,N2,18.4,24,Sim
INC-01845,2024-11-11 10:56,2024-11-11 12:02,Acesso/Senha,Baixa,Resolvido,TI,Ana Souza,N1,1.1,48,Sim
INC-01477,2024-11-11 12:40,2024-11-11 13:52,Impressora,Alta,Resolvido,Financeiro,Fernanda Cruz,N3,1.2,8,Sim
INC-02143,2024-11-11 13:03,2024-11-11 16:03,Hardware,Crítica,Resolvido,Operações,Fernanda Cruz,N3,3.0,4,Sim
